gene,exclude_recommended,detection_pct_0041323,detection_pct_0041326,n_cells_0041323,n_cells_0041326,log2_detection_ratio
ORAI3,no,3.963,4.824,45393,56363,0.283
ORC6,no,0.367,0.255,4208,2975,-0.529
OSBP2,no,1.187,1.466,13589,17129,0.305
OSCP1,no,0.822,1.022,9418,11946,0.314
OSGIN1,no,1.517,1.264,17374,14772,-0.263
OSGIN2,no,4.072,3.139,46635,36682,-0.375
OSM,no,0.149,0.231,1707,2704,0.635
OSR2,no,0.322,0.389,3693,4541,0.269
OTOF,no,0.059,0.06,681,698,0.007
OTUB1,no,3.254,4.191,37273,48968,0.365
OTX2,yes,0.041,0.012,472,145,-1.732
OVOL2,no,0.647,0.906,7411,10588,0.486
OXER1,no,0.066,0.063,759,739,-0.067
OXSM,no,1.803,1.81,20648,21154,0.006
OXSR1,no,5.337,5.314,61128,62096,-0.006
OXTR,no,0.077,0.049,882,577,-0.641
P2RX1,no,2.897,5.181,33179,60542,0.839
P2RX3,no,0.05,0.043,574,500,-0.228
P2RX4,no,8.757,9.165,100290,107085,0.066
P2RX7,no,0.955,1.865,10940,21797,0.966
P2RY1,no,1.128,0.667,12917,7798,-0.757
P2RY12,no,0.202,0.165,2317,1932,-0.291
P2RY13,no,0.475,0.575,5442,6715,0.274
P2RY14,no,0.097,0.056,1116,650,-0.809
P2RY2,no,0.522,0.383,5982,4473,-0.448
P2RY6,no,0.805,0.45,9215,5261,-0.838
P4HA1,no,6.928,6.103,79341,71310,-0.183
P4HA3,no,0.215,0.088,2458,1030,-1.284
P4HB,no,79.5,71.201,910512,831959,-0.159
P4HTM,no,8.815,10.128,100954,118342,0.2
PABPC1L,no,9.949,14.685,113947,171591,0.562
PABPC4,no,37.964,42.059,434796,491449,0.148
PACC1,no,1.243,1.075,14238,12557,-0.21
PADI2,no,1.143,1.279,13088,14942,0.162
PADI4,no,0.074,0.043,846,504,-0.776
PAGE4,no,0.042,,485,0,
PAH,no,1.398,2.645,16006,30908,0.92
PAIP2,no,14.023,11.041,160604,129011,-0.345
PAK1,no,7.519,7.94,86117,92771,0.078
PAK1IP1,no,5.139,3.903,58858,45601,-0.397
PAK2,no,13.34,12.568,152781,146855,-0.086
PAK4,no,9.104,11.073,104270,129383,0.282
PALB2,no,0.641,0.499,7346,5834,-0.361
PALLD,no,5.796,7.748,66386,90538,0.419
PALMD,no,0.728,1.76,8335,20561,1.274
PAM,no,11.053,8.75,126588,102238,-0.337
PANK2,no,2.405,2.448,27545,28609,0.026
PANX1,no,1.887,1.299,21616,15174,-0.539
PANX2,no,0.285,0.356,3268,4154,0.317
PANX3,no,0.047,,537,0,
PAPPA,no,0.374,0.327,4279,3817,-0.194
PAPPA2,no,0.73,0.918,8360,10729,0.331
PAPSS1,no,13.763,15.213,157631,177757,0.144
PARD3,no,7.205,8.225,82520,96105,0.191
PARK7,no,29.466,25.573,337473,298811,-0.204
PARM1,no,12.999,8.484,148875,99135,-0.616
PARP1,no,17.235,18.289,197395,213698,0.086
PARP11,no,1.928,1.67,22082,19513,-0.207
PARP15,no,0.216,0.322,2479,3760,0.572
PARP3,no,1.206,1.303,13809,15231,0.112
PART1,no,0.167,0.074,1911,865,-1.172
PASD1,no,0.057,0.013,658,151,-2.152
PAWR,no,9.718,12.297,111301,143685,0.34
PAX1,no,0.027,,307,0,
PAX2,no,0.058,0.055,663,647,-0.064
PAX3,no,0.045,0.02,520,233,-1.187
PAX5,no,0.022,0.017,249,200,-0.345
PAX6,no,1.529,1.186,17512,13860,-0.366
PAX7,no,0.031,,360,0,
PAX8,no,0.332,0.501,3802,5859,0.595
PBDC1,no,4.616,3.612,52865,42207,-0.354
PBK,no,0.189,0.076,2166,889,-1.314
PBLD,no,15.675,12.798,179530,149538,-0.293
PBX1,no,9,8.129,103077,94985,-0.147
PBX3,no,6.586,4.75,75429,55503,-0.471
PBXIP1,no,6.081,6.095,69641,71217,0.003
PC,no,1.5,2.073,17184,24218,0.466
PCA3,no,0.066,0.015,755,178,-2.114
PCAT1,no,0.789,0.63,9035,7362,-0.324
PCBD1,no,17.498,16.743,200409,195639,-0.064
PCBD2,no,3.29,2.967,37676,34667,-0.149
PCBP3,no,0.237,0.32,2712,3734,0.432
PCCB,no,7.647,5.903,87585,68977,-0.373
PCDH10,no,0.163,0.161,1864,1877,-0.019
PCDH11X,no,0.012,,138,0,
PCDH17,no,3.572,4.781,40915,55866,0.42
PCDH18,no,1.106,1.334,12669,15592,0.271
PCDH20,no,0.141,0.08,1615,929,-0.827
PCDH8,no,0.067,0.019,773,227,-1.797
PCDHA1,no,0.163,0.04,1866,466,-2.03
PCDHA2,no,0.143,0.039,1639,460,-1.862
PCDHA4,no,1.499,0.847,17166,9896,-0.824
PCDHA9,no,0.065,0.079,746,921,0.275
PCDHB14,no,1.862,0.954,21322,11143,-0.965
PCGEM1,no,0.044,0.009,501,102,-2.325
PCID2,no,6.783,6.914,77684,80785,0.028
PCK1,yes,0.028,0.03,315,349,0.119
PCNA,no,8.72,8.294,99873,96918,-0.072
PCNX3,no,5.886,7.084,67409,82775,0.267
PCSK1,no,2.232,0.776,25559,9072,-1.523
PCSK9,no,0.875,0.205,10026,2395,-2.095
PDCD1,no,0.033,0.051,379,596,0.624
PDCD10,no,2.505,1.842,28689,21527,-0.443
PDCD1LG2,no,0.131,0.128,1497,1498,-0.028
PDCD4,no,67.301,62.279,770791,727708,-0.112
PDCD6,no,9.755,9.381,111726,109620,-0.056
PDCD6IP,no,6.069,7.246,69512,84669,0.256
PDE10A,no,0.513,0.552,5881,6451,0.105
PDE2A,no,0.933,1.712,10688,20004,0.875
PDE3A,no,1.008,0.672,11547,7847,-0.586
PDE4A,no,1.916,1.711,21939,19990,-0.163
PDE4B,no,0.647,0.731,7409,8546,0.177
PDE4DIP,no,7.636,9.341,87455,109152,0.291
PDE5A,no,7.736,8.941,88598,104470,0.209
PDE6H,yes,0.049,0.011,558,131,-2.12
PDGFA,no,21.946,19.66,251350,229716,-0.159
PDGFB,no,1.864,2.224,21348,25988,0.255
PDGFC,no,9.043,8.547,103571,99875,-0.081
PDGFD,no,4.856,5.099,55617,59582,0.07
PDGFRA,no,7.675,7.553,87901,88254,-0.023
PDGFRB,no,6.511,5.072,74566,59261,-0.36
PDGFRL,no,2.322,1.895,26597,22147,-0.293
PDHA1,no,13.818,13.22,158260,154471,-0.064
PDHB,no,9.245,8.602,105879,100510,-0.104
PDIA2,no,38.416,31.583,439979,369042,-0.283
PDIA3,no,31.742,29.16,363542,340727,-0.122
PDIA4,no,30.12,27.531,344968,321689,-0.13
PDK1,no,2.098,2.007,24025,23456,-0.063
PDLIM2,no,0.266,0.33,3041,3855,0.313
PDLIM4,no,0.412,0.286,4724,3347,-0.526
PDPK1,no,6.841,7.32,78351,85530,0.098
PDPN,no,3.294,1.828,37731,21356,-0.85
PDX1,no,1.183,0.885,13551,10342,-0.419
PDXDC1,no,28.917,29.424,331185,343816,0.025
PDYN,no,0.029,,327,0,
PDZD4,no,0.515,0.544,5901,6356,0.078
PDZD7,no,0.127,0.185,1451,2156,0.542
PDZK1,no,2.463,1.924,28210,22483,-0.356
PEA15,no,14.08,10.672,161258,124701,-0.4
PEBP4,no,0.686,0.107,7855,1256,-2.674
PECAM1,no,4.026,6.915,46106,80801,0.781
PEF1,no,9.383,8.4,107465,98154,-0.16
PEG10,no,5.014,4.045,57423,47263,-0.31
PELO,no,4.619,6.284,52897,73422,0.444
PELP1,no,2.195,2.344,25139,27386,0.095
PENK,no,0.029,,334,0,
PEPD,no,5.076,4.828,58133,56418,-0.072
PER1,no,6.022,4.779,68964,55837,-0.334
PER2,no,0.945,0.985,10824,11514,0.06
PER3,no,2.928,3.532,33538,41275,0.271
PFKFB3,no,4.454,5.828,51016,68099,0.388
PFKP,no,4.257,4.483,48752,52378,0.075
PGA3,no,0.626,2.101,7171,24544,1.746
PGAM5,no,5.844,4.709,66931,55023,-0.312
PGAP1,no,2.966,2.056,33975,24028,-0.529
PGAP2,no,2.703,2.938,30961,34326,0.12
PGBD1,no,0.676,0.7,7746,8181,0.05
PGD,no,7.846,7.913,89863,92465,0.012
PGF,no,0.676,0.641,7737,7490,-0.076
PGGT1B,no,2.829,2.832,32398,33093,0.002
PGK1,no,9.363,7.998,107233,93451,-0.227
PGM1,no,29.775,31.991,341006,373808,0.104
PGR,no,0.286,0.32,3275,3740,0.163
PHB,no,5.151,4.348,58996,50810,-0.244
PHB2,no,30.311,29.52,347146,344936,-0.038
PHETA1,no,4.11,3.966,47066,46345,-0.051
PHEX,yes,0.083,0.042,946,488,-0.984
PHF10,no,12.794,13.127,146529,153384,0.037
PHF12,no,2.116,2.742,24232,32043,0.374
PHF21B,no,0.105,0.09,1205,1050,-0.228
PHF23,no,3.35,3.159,38368,36908,-0.085
PHF6,no,4.438,4.154,50830,48537,-0.096
PHF7,no,0.671,0.769,7688,8980,0.195
PHF8,no,4.551,5.792,52119,67676,0.348
PHGDH,no,7.778,10.127,89086,118327,0.381
PHLDA3,no,0.751,0.822,8597,9607,0.131
PHLDB2,no,8.436,8.424,96612,98429,-0.002
PHLDB3,no,1.787,1.824,20465,21308,0.029
PHLPP1,no,2.733,2.714,31301,31708,-0.01
PHOX2B,no,0.043,0.01,494,112,-2.17
PI16,no,0.111,0.171,1269,2001,0.628
PI4KA,no,10.568,12.437,121040,145327,0.235
PIBF1,no,3.378,3.877,38684,45302,0.199
PICALM,no,15.098,16.316,172922,190648,0.112
PID1,no,3.681,3.431,42156,40091,-0.101
PIEZO1,no,5.899,7.768,67563,90769,0.397
PIEZO2,no,0.363,1.116,4152,13044,1.623
PIGF,no,2.374,1.797,27186,20998,-0.402
PIH1D1,no,6.344,7.51,72662,87750,0.243
PIK3C3,no,7.112,8.033,81456,93860,0.176
PIK3CA,no,6.97,6.121,79827,71518,-0.187
PIK3CB,no,10.714,9.571,122705,111829,-0.163
PIK3CD,no,1.39,2.73,15919,31898,0.974
PIK3CG,no,0.895,1.298,10252,15166,0.536
PIK3R1,no,4.493,4.853,51457,56704,0.111
PIK3R2,no,8.295,7.973,94998,93166,-0.057
PIKFYVE,no,5.76,5.928,65973,69270,0.041
PILRA,no,0.401,0.596,4588,6968,0.574
PIM1,no,5.599,5.118,64122,59799,-0.13
PIM2,no,0.595,0.769,6811,8990,0.372
PIMREG,no,0.242,0.147,2767,1717,-0.717
PIN1,no,3.036,3.313,34767,38709,0.126
PINK1,no,9.816,7.815,112423,91319,-0.329
PIP4K2A,no,1.855,1.736,21247,20289,-0.095
PITHD1,no,6.901,6.123,79041,71549,-0.173
PITPNB,no,16.053,15.037,183855,175705,-0.094
PITX1,no,0.009,,103,0,
PITX2,no,0.057,0.013,658,147,-2.191
PIWIL1,yes,0.045,0.009,515,106,-2.309
PKD1,no,3.819,4.49,43736,52461,0.234
PKD1L1,no,0.083,0.089,952,1038,0.096
PKD2,no,2.244,2.159,25705,25226,-0.056
PKD2L1,no,0.041,0.036,465,426,-0.155
PKHD1,no,11.011,14.289,126103,166961,0.376
PKIA,no,0.117,0.03,1344,356,-1.945
PKM,no,31.956,30.91,365988,361178,-0.048
PKNOX2,no,0.604,0.774,6917,9039,0.357
PKP2,no,6.306,6.189,72217,72315,-0.027
PLA2G4A,no,0.574,0.664,6575,7759,0.21
PLA2G5,no,0.123,0.039,1403,452,-1.663
PLA2G6,no,1.323,2.28,15151,26636,0.785
PLA2G7,no,0.202,0.25,2319,2924,0.306
PLA2R1,no,0.64,0.541,7325,6322,-0.241
PLAGL1,no,4.767,4.382,54601,51198,-0.122
PLAGL2,no,2.095,1.603,23994,18731,-0.386
PLAT,no,1.625,1.605,18607,18753,-0.018
PLAU,no,2.422,2.013,27735,23525,-0.266
PLAUR,no,3.688,4.487,42234,52425,0.283
PLCB1,no,4.51,3.9,51649,45569,-0.21
PLCE1,no,0.657,0.643,7519,7517,-0.029
PLCG1,no,5.209,7.695,59656,89916,0.563
PLCG2,no,1.576,2.24,18051,26172,0.507
PLD1,no,5.994,6.647,68647,77667,0.149
PLD2,no,3.27,4.304,37450,50293,0.396
PLEC,no,25.446,30.531,291429,356744,0.263
PLEKHA1,no,17.312,15.215,198274,177788,-0.186
PLEKHA2,no,1.138,1.059,13039,12374,-0.104
PLEKHB2,no,3.884,4.218,44487,49289,0.119
PLEKHH2,no,2.344,2.445,26851,28572,0.061
PLEKHM2,no,8.717,10.45,99832,122110,0.262
PLEKHO1,no,1.996,3.188,22857,37250,0.676
PLG,no,0.043,0.01,494,118,-2.095
PLIN1,no,0.333,0.163,3819,1909,-1.029
PLIN2,no,3.297,3.076,37764,35946,-0.1
PLIN4,no,3.858,5.8,44180,67777,0.588
PLIN5,no,13.319,21.733,152547,253942,0.706
PLK1,no,0.296,0.209,3391,2443,-0.502
PLK4,no,0.399,0.253,4569,2961,-0.655
PLN,yes,0.247,0.257,2834,3007,0.057
PLP2,no,23.502,23.027,269171,269060,-0.03
PLS3,no,10.272,9.255,117646,108140,-0.15
PLSCR1,no,10.849,9.476,124252,110720,-0.195
PLTP,no,4.835,5.514,55373,64430,0.19
PLVAP,no,6.79,8.115,77763,94817,0.257
PLXDC1,no,0.204,0.593,2339,6933,1.539
PLXNB2,no,21.592,27.728,247287,323999,0.361
PLXNC1,no,0.805,1.069,9215,12492,0.41
PM20D1,no,3.036,6.06,34771,70812,0.997
PM20D2,no,8.365,5.719,95805,66820,-0.549
PMAIP1,no,1.459,0.36,16710,4201,-2.021
PMCH,no,0.066,0.011,756,123,-2.649
PMFBP1,no,0.348,0.373,3989,4356,0.098
PML,no,2.786,3.974,31911,46437,0.512
PMM2,no,9.443,10.707,108151,125113,0.181
PMP22,no,1.951,1.635,22346,19107,-0.255
PMS1,no,4.288,5.716,49115,66787,0.414
PMS2,no,1.827,2.346,20928,27410,0.36
PNMA1,no,2.173,1.778,24883,20780,-0.289
PNMA2,no,1.473,0.963,16866,11251,-0.613
PNOC,no,0.036,0.042,415,489,0.208
PNP,no,1.725,1.322,19761,15452,-0.384
PNPLA1,no,0.025,,289,0,
PNPLA2,no,13.984,20.259,160159,236725,0.535
PNPLA3,no,0.078,0.056,893,658,-0.469
PNPLA6,no,5.31,6.192,60820,72350,0.222
PNPT1,no,4.608,4.016,52776,46929,-0.198
PODXL,no,13.239,16.201,151624,189300,0.291
POGLUT2,no,0.873,0.893,9996,10436,0.033
POGZ,no,12.535,16.193,143566,189206,0.369
POLB,no,3.79,3.208,43401,37490,-0.24
POLD1,no,1.573,1.902,18012,22224,0.274
POLDIP2,no,14.831,14.011,169855,163720,-0.082
POLE,no,1.596,2.125,18280,24835,0.413
POLH,no,2.466,2.886,28241,33720,0.227
POLR2A,no,10.905,14.58,124895,170358,0.419
POLR2B,no,17.319,18.107,198350,211576,0.064
POLR2C,no,10.423,10.381,119379,121303,-0.006
POLR2E,no,3.112,2.282,35639,26660,-0.448
POLR2G,no,5.999,6.73,68710,78643,0.166
POLR2H,no,10.148,9.676,116227,113059,-0.069
POLR2M,no,13.327,8.997,152637,105123,-0.567
POMC,no,2.136,1.327,24465,15500,-0.687
POMGNT1,no,9.682,9.927,110893,115998,0.036
POMT1,no,2.354,2.466,26957,28814,0.067
PON1,no,0.206,0.036,2363,420,-2.521
PON2,no,4.611,4.54,52814,53051,-0.022
POPDC3,no,0.087,0.046,1002,535,-0.934
POR,no,6.626,7.866,75884,91916,0.248
PORCN,no,0.994,1.171,11387,13683,0.236
POSTN,no,1.149,0.464,13157,5422,-1.308
POTEF,no,0.416,0.115,4759,1345,-1.852
POTEI,no,0.343,0.108,3934,1260,-1.671
POTEJ,no,0.119,0.017,1359,203,-2.772
POU1F1,no,0.065,0.009,749,110,-2.796
POU2AF1,no,0.066,0.218,759,2551,1.72
POU2F1,no,2.969,3.68,34009,42995,0.309
POU2F2,no,0.307,0.411,3517,4801,0.42
POU2F3,no,0.1,0.115,1141,1344,0.207
POU3F1,no,0.063,0.058,725,678,-0.126
POU3F3,no,0.011,,124,0,
POU3F4,no,0.033,,383,0,
POU4F3,no,0.035,0.02,399,233,-0.805
POU5F1,yes,2.611,1.997,29903,23329,-0.387
PPARA,no,4.03,4.47,46150,52227,0.15
PPARD,no,3.178,3.22,36400,37627,0.019
PPARG,no,0.874,0.929,10009,10851,0.088
PPARGC1A,no,2.556,2.147,29270,25092,-0.251
PPFIA1,no,7.777,8.879,89073,103754,0.191
PPFIA3,no,0.299,0.305,3422,3569,0.032
PPFIA4,no,0.08,0.084,918,985,0.073
PPIC,no,6.015,3.482,68895,40690,-0.789
PPID,no,5.254,4.894,60174,57187,-0.102
PPIF,no,10.234,9.01,117212,105285,-0.184
PPM1A,no,15.676,13.698,179539,160063,-0.195
PPM1D,no,4.188,5.004,47963,58467,0.257
PPM1H,no,2.217,1.986,25388,23211,-0.158
PPP1CA,no,16.15,16.684,184968,194948,0.047
PPP1R15B,no,14.766,13.122,169113,153324,-0.17
PPP1R16B,no,0.558,0.849,6394,9917,0.604
PPP1R1B,no,7.182,7.356,82257,85955,0.035
PPP1R1C,no,0.382,0.189,4378,2205,-1.018
PPP1R37,no,4.49,5.81,51422,67890,0.372
PPP1R7,no,6.081,5.963,69651,69674,-0.028
PPP1R9B,no,7.819,9.539,89550,111466,0.287
PPP2CA,no,15.594,14.558,178595,170102,-0.099
PPP2R1A,no,12.025,13.083,137719,152877,0.122
PPP2R3A,no,3.444,4.378,39446,51150,0.346
PPP2R3C,no,3.741,4.159,42846,48599,0.153
PPP3CA,no,3.993,4.225,45734,49368,0.081
PPP4R1,no,8.981,7.694,102855,89904,-0.223
PPP4R4,no,0.38,0.315,4357,3678,-0.273
PRAME,no,0.025,,290,0,
PRCP,no,8.403,8.366,96242,97758,-0.006
PRDM1,no,0.42,0.903,4807,10547,1.105
PRDM10,no,1.826,1.753,20916,20478,-0.059
PRDM12,no,0.068,0.01,782,115,-2.794
PRDM13,no,0.019,,215,0,
PRDM15,no,1.502,1.589,17208,18562,0.08
PRDM6,no,0.287,0.242,3282,2822,-0.247
PREP,no,7.22,7.651,82689,89401,0.084
PREPL,no,6.236,5.94,71418,69409,-0.07
PRF1,no,0.049,0.12,560,1405,1.298
PRG2,no,0.028,0.011,316,133,-1.277
PRG4,no,0.218,0.277,2500,3231,0.341
PRICKLE1,no,1.3,1.592,14888,18599,0.292
PRKAA1,no,8.061,7.554,92325,88264,-0.094
PRKAA2,no,2.068,1.699,23685,19858,-0.283
PRKAB1,no,3.934,4.127,45057,48224,0.069
PRKACA,no,13.316,14.222,152507,166178,0.095
PRKACB,no,5.254,5.917,60170,69137,0.172
PRKAG1,no,7.179,6.306,82220,73684,-0.187
PRKAG2,no,2.524,2.493,28910,29126,-0.018
PRKAR1A,no,21.727,20.477,248837,239269,-0.085
PRKCA,no,2.789,3.645,31945,42590,0.386
PRKCB,no,0.4,0.534,4584,6243,0.417
PRKCD,no,5.091,6.43,58306,75129,0.337
PRKCE,no,1.225,1.263,14032,14757,0.044
PRKCG,no,0.083,0.065,952,759,-0.356
PRKCH,no,1.409,1.688,16132,19723,0.261
PRKCI,no,5.332,5.185,61066,60585,-0.04
PRKCQ,no,1.611,1.576,18445,18410,-0.032
PRKCZ,no,3.072,4.046,35180,47272,0.397
PRKD1,no,1.556,1.756,17826,20516,0.174
PRKD3,no,4.369,3.831,50040,44759,-0.19
PRKDC,no,11.92,11.112,136519,129844,-0.101
PRKN,no,0.363,0.378,4159,4419,0.059
PRKRA,no,4.513,4.018,51684,46944,-0.168
PRL,no,0.04,0.009,462,109,-2.112
PRLR,no,4.164,3.563,47688,41633,-0.225
PRM1,yes,0.026,,300,0,
PRMT1,no,11.886,12.259,136126,143239,0.045
PRMT5,no,5.545,5.66,63510,66138,0.03
PRMT8,no,0.102,0.076,1164,884,-0.426
PRMT9,no,1.264,1.376,14478,16078,0.122
PRNCR1,no,0.297,0.238,3406,2784,-0.32
PRNP,no,10.654,8.002,122021,93501,-0.413
PROC,yes,0.038,0.023,438,274,-0.706
PROCR,no,1.845,1.515,21129,17703,-0.284
PRODH,no,0.067,0.072,773,842,0.094
PROKR2,no,0.017,,195,0,
PROM1,no,6.887,7.967,78877,93096,0.21
PROM2,no,2.722,2.304,31176,26924,-0.24
PROP1,no,0.024,,273,0,
PROS1,yes,2.639,2.404,30230,28095,-0.135
PROSER1,no,6.145,5.013,70374,58573,-0.294
PROX1,no,10.978,9.78,125732,114271,-0.167
PRPF19,no,5.088,4.703,58277,54948,-0.114
PRPF3,no,5.754,8.23,65906,96165,0.516
PRPF31,no,8.13,8.664,93107,101233,0.092
PRPF8,no,20.979,24.577,240274,287178,0.228
PRPH,no,0.178,0.103,2041,1202,-0.793
PRPH2,yes,0.817,0.821,9352,9591,0.008
PRPS1,no,2.933,2.064,33597,24120,-0.507
PRPS2,no,6.833,5.034,78262,58819,-0.441
PRPSAP1,no,10.327,11.254,118271,131495,0.124
PRR11,no,0.607,0.483,6952,5638,-0.331
PRR13,no,14.568,13.151,166841,153665,-0.148
PRR14L,no,3.016,2.781,34539,32491,-0.117
PRRC2A,no,19.234,18.896,220286,220792,-0.026
PRRG2,no,4.023,3.607,46080,42141,-0.158
PRRT2,no,0.264,0.373,3024,4360,0.499
PRRX1,no,0.916,1.039,10494,12144,0.182
PRSS16,no,5.386,5.473,61684,63949,0.023
PRTN3,no,0.028,0.012,320,144,-1.181
PRXL2A,no,14.071,10.581,161151,123636,-0.411
PSD,no,0.552,0.374,6324,4370,-0.562
PSD3,no,5.577,4.678,63876,54662,-0.254
PSEN1,no,2.373,2.46,27176,28745,0.052
PSEN2,no,3.14,2.887,35966,33730,-0.122
PSENEN,no,0.748,0.477,8566,5578,-0.648
PSG1,no,0.127,0.03,1451,355,-2.06
PSIP1,no,1.868,2.515,21399,29384,0.429
PSKH1,no,5.483,4.816,62794,56277,-0.187
PSMA6,no,13.452,13.306,154070,155481,-0.016
PSMB5,no,9.185,8.727,105190,101968,-0.074
PSMC2,no,6.495,6.37,74392,74434,-0.028
PSMC5,no,30.406,29.321,348236,342609,-0.052
PSMD1,no,7.43,7.076,85095,82686,-0.07
PSMD10,no,4.371,3.157,50060,36892,-0.469
PSMD2,no,9.373,9.291,107351,108568,-0.013
PSMD3,no,16.487,16.171,188821,188957,-0.028
PSMD4,no,9.985,10.427,114361,121840,0.062
PSME3,no,14.974,12.598,171497,147200,-0.249
PSPC1,no,7.123,10.094,81578,117944,0.503
PSRC1,no,0.259,0.402,2962,4695,0.636
PSTPIP2,no,0.76,1.241,8699,14504,0.709
PTAFR,no,1.264,1.649,14478,19272,0.384
PTBP1,no,16.687,17.188,191111,200836,0.043
PTBP2,no,1.378,2.017,15783,23567,0.549
PTCD1,no,1.25,1.67,14320,19508,0.417
PTCD2,no,0.526,0.577,6029,6742,0.132
PTCD3,no,7.782,8.947,89126,104546,0.201
PTCH1,no,3.186,3.03,36494,35403,-0.073
PTDSS1,no,12.002,10.656,137463,124517,-0.172
PTEN,no,21.121,18.505,241901,216228,-0.191
PTGDR,no,0.104,0.167,1193,1951,0.681
PTGDR2,no,0.117,0.087,1342,1012,-0.436
PTGER2,no,0.367,0.42,4199,4910,0.197
PTGER3,no,1.507,0.88,17254,10284,-0.775
PTGER4,no,6.928,3.848,79343,44968,-0.848
PTGES,no,0.621,0.342,7112,4002,-0.858
PTGES3,no,31.144,29.113,356692,340172,-0.097
PTGFR,no,0.498,0.42,5701,4910,-0.244
PTGFRN,no,8.475,8.044,97062,93991,-0.075
PTGIR,no,0.985,1.77,11282,20682,0.845
PTGIS,no,0.776,0.524,8885,6123,-0.566
PTGS1,no,0.884,0.966,10124,11284,0.128
PTGS2,no,0.18,0.351,2065,4098,0.96
PTH,no,0.053,0.014,606,168,-1.88
PTH1R,no,0.358,0.363,4098,4237,0.019
PTH2R,no,0.289,0.179,3309,2086,-0.695
PTHLH,no,0.2,0.096,2291,1127,-1.052
PTK2,no,10.001,10.179,114546,118942,0.025
PTK2B,no,5.761,7.432,65980,86840,0.367
PTK6,no,0.264,0.418,3026,4886,0.662
PTK7,no,4.005,3.375,45872,39439,-0.247
PTOV1,no,9.511,12.249,108925,143124,0.365
PTP4A1,no,17.266,12.409,197751,144996,-0.477
PTP4A3,no,9.952,10.225,113985,119482,0.039
PTPA,no,7.595,8.41,86984,98271,0.147
PTPDC1,no,1.209,0.932,13845,10889,-0.375
PTPN1,no,6.782,6.906,77670,80696,0.026
PTPN11,no,21.057,16.009,241160,187059,-0.395
PTPN13,no,2.649,3.331,30334,38922,0.331
PTPN2,no,15.918,15.264,182308,178360,-0.06
PTPN22,no,0.568,0.494,6510,5770,-0.203
PTPN5,no,0.047,0.027,540,318,-0.793
PTPN6,no,3.889,5.335,44537,62337,0.456
PTPRF,no,15.905,17.873,182158,208836,0.168
PTPRG,no,6.603,5.377,75629,62826,-0.296
PTPRJ,no,4.658,4.73,53343,55263,0.022
PTPRM,no,5.576,6.887,63863,80471,0.305
PTPRQ,no,0.272,0.431,3117,5037,0.664
PTPRU,no,4.209,4.559,48204,53270,0.115
PTPRZ1,no,0.682,0.362,7812,4229,-0.914
PTTG1,no,0.441,0.251,5046,2938,-0.809
PTX3,no,2.312,0.913,26482,10671,-1.34
PUM3,no,7.791,7.311,89235,85426,-0.092
PURB,no,9.901,6.198,113390,72425,-0.676
PUSL1,no,1.454,1.441,16658,16841,-0.013
PVR,no,10.374,8.013,118814,93630,-0.373
PVT1,no,1.088,1.292,12466,15091,0.247
PWP1,no,7.371,7.795,84425,91080,0.081
PWWP3A,no,0.625,0.753,7153,8804,0.271
PXN,no,5.194,5.522,59484,64524,0.088
PYCARD,no,1.739,1.942,19918,22691,0.159
PYGB,no,8.83,11.012,101128,128678,0.319
PYGL,no,2.178,2.499,24942,29197,0.198
PYGM,no,0.096,0.102,1100,1192,0.087
PYM1,no,4.635,4.661,53086,54466,0.008
PZP,no,0.056,0.051,639,599,-0.122
QPCTL,no,0.795,0.71,9107,8292,-0.164
QRFPR,no,0.174,0.035,1989,412,-2.3
R3HDM1,no,4.322,3.543,49494,41395,-0.287
R3HDM2,no,7.254,7.858,83084,91820,0.115
RAB11A,no,8.417,6.02,96399,70343,-0.484
RAB11FIP5,no,2.442,2.625,27972,30676,0.104
RAB27A,no,3.824,3.798,43794,44375,-0.01
RAB28,no,3.451,3.465,39529,40487,0.006
RAB5A,no,10.385,8.13,118942,94994,-0.353
RAB6C,no,0.943,0.586,10800,6842,-0.687
RAB7A,no,19.636,17.576,224891,205371,-0.16
RAB8A,no,8.84,7.828,101239,91465,-0.175
RAB9A,no,8.145,5.234,93288,61156,-0.638
RABL2B,no,0.416,0.351,4769,4101,-0.247
RABL3,no,2.324,1.463,26614,17093,-0.668
RABL6,no,15.611,18.133,178797,211878,0.216
RAC1,no,48.985,45.143,561018,527479,-0.118
RACGAP1,no,0.965,0.861,11052,10065,-0.164
RAD18,no,1.611,1.576,18449,18419,-0.031
RAD50,no,6.972,7.55,79853,88219,0.115
RAD51,no,0.166,0.089,1901,1038,-0.902
RAD52,no,1.632,2.327,18691,27191,0.512
RAD54L,no,0.213,0.197,2435,2301,-0.111
RAD54L2,no,4.798,5.056,54955,59077,0.075
RAF1,no,15.389,15.043,176249,175777,-0.033
RAG1,no,0.282,0.219,3235,2560,-0.367
RAI14,no,4.951,3.998,56709,46710,-0.309
RAI2,no,5.409,5.232,61948,61139,-0.048
RALGPS1,no,2.776,3.469,31798,40530,0.321
RAN,no,19.777,16.793,226502,196219,-0.236
RANBP2,no,24.764,22.594,283623,264003,-0.132
RANBP3,no,9.364,10,107247,116843,0.095
RANBP9,no,14.499,13.468,166054,157370,-0.106
RANGAP1,no,11.971,12.211,137098,142684,0.029
RAP1A,no,21.61,18.49,247496,216050,-0.225
RAP2A,no,5.013,4.028,57414,47065,-0.316
